activity_id,rep_id,doctor_id,product_id,meeting_date,calls,visits,samples_distributed,meeting_type,engagement_score
C05533,R013,D0614,P003,2025-01-21,1,2,3,Clinic Camp,0.714
C05534,R031,D0391,P007,2025-01-02,3,1,4,In-person,1.005
C05535,R058,D0271,P003,2025-01-13,4,2,2,In-person,1.207
C05536,R016,D0073,P002,2025-01-01,4,1,0,In-person,0.894
C05537,R059,D0153,P007,2025-01-16,4,1,4,In-person,1.139
C05538,R050,D0239,P003,2025-01-06,1,2,2,In-person,0.784
C05539,R015,D0302,P008,2025-01-22,1,2,5,Virtual,0.871
C05540,R051,D0825,P001,2025-01-17,4,1,4,In-person,1.125
C05541,R046,D0736,P001,2025-01-10,4,2,2,Clinic Camp,0.973
C05542,R013,D0070,P008,2025-01-27,3,1,0,Clinic Camp,0.923
C05543,R034,D0216,P001,2025-01-24,4,1,3,In-person,0.946
C05544,R035,D0079,P001,2025-01-20,3,1,5,In-person,0.882
C05545,R024,D0050,P006,2025-01-11,1,1,5,In-person,0.759
C05546,R072,D0312,P003,2025-01-09,3,1,2,Clinic Camp,0.713
C05547,R002,D0829,P004,2025-01-19,2,2,1,In-person,0.989
C05548,R070,D0142,P004,2025-01-25,4,2,0,Clinic Camp,1.028
C05549,R019,D0586,P003,2025-01-26,2,1,4,In-person,0.84
C05550,R019,D0345,P004,2025-01-25,1,2,1,Clinic Camp,0.763
C05551,R037,D0379,P003,2025-01-01,2,2,5,Clinic Camp,0.985
C05552,R060,D0804,P002,2025-01-31,2,1,4,Clinic Camp,0.923
C05553,R033,D0765,P002,2025-01-08,4,1,0,In-person,0.898
C05554,R062,D0693,P001,2025-01-01,1,2,4,In-person,0.949
C05555,R063,D0332,P005,2025-01-18,4,2,1,In-person,1.05
C05556,R016,D0065,P005,2025-01-15,1,1,6,In-person,0.811
C05557,R039,D0844,P001,2025-01-04,1,1,0,In-person,0.783
C05558,R010,D0823,P004,2025-01-07,2,1,2,In-person,0.775
C05559,R029,D0800,P006,2025-01-07,3,1,0,In-person,0.75
C05560,R040,D0422,P001,2025-01-14,4,2,4,In-person,1.078
C05561,R063,D0196,P003,2025-01-24,3,1,3,In-person,0.907
C05562,R063,D0141,P008,2025-01-22,1,1,3,Clinic Camp,0.746
C05563,R055,D0395,P004,2025-01-01,2,2,4,In-person,1.037
C05564,R022,D0243,P001,2025-01-06,4,1,6,Virtual,1.068
C05565,R069,D0215,P005,2025-01-19,3,1,2,In-person,0.877
C05566,R035,D0826,P004,2025-01-25,1,2,3,In-person,0.854
C05567,R052,D0458,P002,2025-01-02,3,1,4,Clinic Camp,0.928
C05568,R014,D0190,P001,2025-01-11,3,1,6,Clinic Camp,1.0
C05569,R034,D0426,P008,2025-01-04,2,1,1,In-person,0.802
C05570,R001,D0613,P007,2025-01-16,3,1,3,Clinic Camp,0.892
C05571,R018,D0405,P006,2025-01-13,2,1,5,Clinic Camp,0.763
C05572,R072,D0729,P001,2025-01-06,1,2,1,In-person,0.761
C05573,R054,D0820,P007,2025-01-30,4,2,2,Clinic Camp,1.068
C05574,R013,D0272,P004,2025-01-24,2,1,3,In-person,0.849
C05575,R041,D0462,P004,2025-01-17,2,1,4,In-person,0.733
C05576,R032,D0255,P008,2025-01-24,1,2,4,In-person,0.827
C05577,R023,D0639,P004,2025-01-10,2,2,0,In-person,0.796
C05578,R060,D0809,P002,2025-01-29,3,2,1,In-person,1.067
C05579,R061,D0489,P002,2025-01-13,4,2,5,In-person,1.12
C05580,R011,D0203,P008,2025-01-12,4,1,4,In-person,1.026
C05581,R038,D0469,P005,2025-01-18,4,2,3,In-person,1.059
C05582,R071,D0639,P005,2025-01-18,4,1,2,In-person,0.906
C05583,R035,D0037,P005,2025-01-20,3,2,6,In-person,1.012
C05584,R020,D0596,P002,2025-01-26,4,2,6,Virtual,1.157
C05585,R027,D0616,P004,2025-01-09,2,1,2,In-person,0.795
C05586,R035,D0496,P008,2025-01-22,3,2,2,In-person,1.016
C05587,R067,D0562,P002,2025-01-07,3,2,6,In-person,1.059
C05588,R005,D0816,P008,2025-01-08,2,1,2,In-person,0.84
C05589,R033,D0123,P003,2025-01-16,3,2,2,In-person,1.004
C05590,R067,D0471,P003,2025-01-17,3,2,6,Clinic Camp,1.006
C05591,R065,D0617,P001,2025-01-20,2,2,0,In-person,0.845
C05592,R034,D0641,P006,2025-01-05,4,2,4,In-person,1.155
C05593,R061,D0307,P003,2025-01-26,1,2,4,In-person,1.018
C05594,R052,D0830,P004,2025-01-18,2,1,2,Clinic Camp,0.889
C05595,R058,D0216,P005,2025-01-19,2,2,1,In-person,0.665
C05596,R065,D0462,P006,2025-01-24,4,2,6,Clinic Camp,1.057
C05597,R044,D0688,P008,2025-01-22,3,1,5,In-person,0.949
C05598,R057,D0380,P005,2025-01-14,4,1,6,In-person,0.94
C05599,R066,D0249,P002,2025-01-16,4,1,2,In-person,0.864
C05600,R022,D0451,P006,2025-01-08,2,2,6,Virtual,0.945
C05601,R039,D0494,P001,2025-01-18,3,2,5,Clinic Camp,1.058
C05602,R008,D0817,P007,2025-01-07,1,2,1,In-person,0.867
C05603,R011,D0555,P003,2025-01-20,1,2,3,Clinic Camp,0.825
C05604,R047,D0134,P006,2025-01-13,2,2,2,In-person,0.87
C05605,R059,D0037,P002,2025-01-08,2,1,3,In-person,0.767
C05606,R071,D0843,P004,2025-01-15,3,2,1,In-person,0.999
C05607,R043,D0359,P006,2025-01-29,3,2,5,Virtual,1.065
C05608,R069,D0194,P005,2025-01-18,1,1,3,In-person,0.837
C05609,R038,D0190,P001,2025-01-11,2,1,4,In-person,0.862
C05610,R046,D0066,P001,2025-01-14,2,1,4,Virtual,0.747
C05611,R009,D0181,P008,2025-01-19,1,1,4,In-person,0.754
C05612,R051,D0671,P005,2025-01-05,3,1,5,In-person,1.009
C05613,R003,D0616,P007,2025-01-18,4,1,4,In-person,0.853
C05614,R037,D0416,P001,2025-01-02,4,2,3,In-person,1.057
C05615,R065,D0018,P004,2025-01-27,4,1,4,In-person,1.015
C05616,R034,D0490,P005,2025-01-19,4,2,4,In-person,1.242
C05617,R043,D0797,P008,2025-02-04,4,2,5,In-person,1.052
C05618,R050,D0810,P006,2025-02-14,1,1,3,Virtual,0.754
C05619,R024,D0312,P006,2025-02-25,2,1,2,In-person,0.951
C05620,R070,D0464,P003,2025-02-28,3,1,1,In-person,0.821
C05621,R053,D0241,P008,2025-02-04,4,2,1,Virtual,1.114
C05622,R021,D0789,P003,2025-02-08,2,1,4,In-person,0.883
C05623,R003,D0803,P003,2025-02-05,3,2,5,In-person,1.012
C05624,R064,D0309,P006,2025-02-11,4,2,2,In-person,1.082
C05625,R016,D0436,P008,2025-02-25,3,2,3,In-person,0.982
C05626,R018,D0210,P007,2025-02-20,1,2,2,In-person,1.017
C05627,R069,D0499,P002,2025-02-08,1,1,6,Clinic Camp,0.653
C05628,R020,D0336,P007,2025-02-10,2,2,6,Clinic Camp,0.955
C05629,R058,D0513,P003,2025-02-18,1,1,6,In-person,0.798
C05630,R045,D0832,P002,2025-02-17,3,1,6,In-person,0.947
C05631,R038,D0752,P008,2025-02-13,1,2,6,In-person,0.994
C05632,R012,D0149,P008,2025-02-12,4,2,3,In-person,1.028
C05633,R009,D0123,P003,2025-02-27,4,2,3,In-person,1.103
C05634,R069,D0682,P001,2025-02-15,4,1,2,In-person,0.975
C05635,R023,D0055,P002,2025-02-22,3,1,5,In-person,1.007
C05636,R047,D0322,P005,2025-02-27,1,1,2,In-person,0.735
C05637,R037,D0839,P001,2025-02-10,4,1,2,In-person,0.982
C05638,R052,D0313,P002,2025-02-22,1,2,6,Virtual,0.898
C05639,R064,D0043,P002,2025-02-23,3,2,0,Clinic Camp,0.861
C05640,R033,D0840,P008,2025-02-07,4,1,0,In-person,1.048
C05641,R010,D0513,P003,2025-02-07,1,1,5,In-person,0.739
C05642,R013,D0251,P004,2025-02-05,2,2,4,In-person,0.904
C05643,R029,D0598,P004,2025-02-18,2,1,5,In-person,0.801
C05644,R002,D0628,P001,2025-02-22,1,1,3,In-person,0.796
C05645,R005,D0497,P005,2025-02-22,1,2,0,In-person,0.762
C05646,R016,D0798,P008,2025-02-11,4,2,2,In-person,1.167
C05647,R021,D0669,P007,2025-02-20,4,2,6,Virtual,1.161
C05648,R026,D0221,P003,2025-02-01,1,2,4,In-person,0.85
C05649,R030,D0837,P001,2025-02-19,2,1,6,In-person,0.815
C05650,R028,D0783,P007,2025-02-14,2,1,0,In-person,0.771
C05651,R003,D0071,P007,2025-02-24,1,2,2,In-person,0.878
C05652,R056,D0300,P008,2025-02-28,1,1,4,In-person,0.778
C05653,R049,D0573,P005,2025-02-16,3,1,0,Clinic Camp,0.839
C05654,R031,D0768,P004,2025-02-18,2,1,3,In-person,0.752
C05655,R026,D0681,P007,2025-02-26,4,2,6,In-person,1.297
C05656,R071,D0472,P006,2025-02-10,2,1,1,In-person,0.782
C05657,R016,D0344,P007,2025-02-05,3,2,0,In-person,0.83
C05658,R041,D0053,P003,2025-02-15,2,2,4,Clinic Camp,0.856
C05659,R055,D0768,P008,2025-02-10,1,1,1,In-person,0.7
C05660,R030,D0544,P001,2025-02-18,3,2,1,In-person,1.114
C05661,R027,D0383,P001,2025-02-22,3,2,3,In-person,0.98
C05662,R071,D0850,P006,2025-02-15,3,1,4,In-person,0.892
C05663,R054,D0161,P005,2025-02-09,1,2,5,In-person,0.958
C05664,R054,D0227,P005,2025-02-16,3,2,0,In-person,1.013
C05665,R036,D0804,P008,2025-02-13,3,1,5,In-person,0.993
C05666,R056,D0265,P007,2025-02-06,2,2,4,In-person,0.958
C05667,R062,D0776,P006,2025-02-22,3,2,4,In-person,0.924
C05668,R011,D0732,P002,2025-02-10,1,2,1,In-person,0.758
C05669,R055,D0144,P001,2025-02-16,1,2,5,In-person,0.763
C05670,R041,D0462,P002,2025-02-26,1,2,0,Clinic Camp,0.782
C05671,R026,D0689,P005,2025-02-06,2,2,4,In-person,0.908
C05672,R019,D0446,P006,2025-02-12,4,1,0,Virtual,0.878
C05673,R040,D0237,P007,2025-02-05,1,1,4,Clinic Camp,0.804
C05674,R018,D0025,P001,2025-02-13,2,1,3,Virtual,0.781
C05675,R055,D0010,P003,2025-02-09,2,1,1,Clinic Camp,0.771
C05676,R029,D0146,P003,2025-02-26,4,2,1,Clinic Camp,0.989
C05677,R013,D0199,P006,2025-02-09,3,2,3,In-person,0.991
C05678,R046,D0228,P001,2025-02-18,1,2,2,Clinic Camp,0.865
C05679,R019,D0712,P007,2025-02-04,2,1,3,In-person,0.726
C05680,R067,D0449,P001,2025-02-13,3,1,3,Clinic Camp,0.94
C05681,R070,D0082,P005,2025-02-24,1,2,0,In-person,0.821
C05682,R026,D0131,P008,2025-02-19,1,1,3,In-person,0.797
C05683,R064,D0103,P002,2025-02-08,3,2,2,Virtual,0.987
C05684,R036,D0282,P006,2025-02-28,4,2,2,In-person,1.075
C05685,R028,D0572,P005,2025-02-23,3,1,1,In-person,0.835
C05686,R058,D0044,P007,2025-02-12,1,1,1,Clinic Camp,0.763
C05687,R035,D0397,P005,2025-02-28,4,1,0,Virtual,1.012
C05688,R024,D0385,P007,2025-02-06,1,2,4,Clinic Camp,0.832
C05689,R023,D0101,P004,2025-02-10,4,1,3,In-person,0.937
C05690,R015,D0011,P002,2025-02-27,2,2,5,In-person,1.01
C05691,R001,D0157,P006,2025-02-28,2,1,1,In-person,0.754
C05692,R042,D0100,P008,2025-02-24,4,1,2,In-person,0.898
C05693,R016,D0674,P004,2025-02-06,2,2,1,In-person,0.922
C05694,R001,D0793,P007,2025-02-07,3,2,6,In-person,1.014
C05695,R006,D0591,P008,2025-02-19,3,1,5,Clinic Camp,1.038
C05696,R032,D0623,P006,2025-02-02,1,2,1,In-person,0.781
C05697,R045,D0558,P007,2025-02-28,4,1,5,In-person,0.944
C05698,R039,D0767,P005,2025-02-27,2,2,6,In-person,0.978
C05699,R014,D0078,P007,2025-02-23,2,2,4,Clinic Camp,0.977
C05700,R030,D0837,P003,2025-02-28,2,2,6,In-person,1.004
C05701,R012,D0370,P005,2025-02-07,4,2,1,In-person,1.071
C05702,R014,D0469,P001,2025-02-25,3,1,2,In-person,0.842
C05703,R066,D0618,P002,2025-02-08,3,1,4,Clinic Camp,1.013
C05704,R052,D0356,P005,2025-02-04,3,1,3,In-person,0.772
C05705,R059,D0269,P006,2025-02-08,2,1,4,Virtual,0.79
C05706,R035,D0028,P001,2025-02-22,3,1,6,In-person,0.961
C05707,R011,D0191,P001,2025-02-27,4,2,1,In-person,0.972
C05708,R067,D0041,P001,2025-02-18,1,2,6,In-person,0.883
C05709,R023,D0298,P005,2025-02-07,1,2,0,In-person,0.721
C05710,R047,D0639,P003,2025-02-17,1,2,3,In-person,0.837
C05711,R011,D0354,P001,2025-02-15,4,2,3,In-person,1.101
C05712,R024,D0482,P007,2025-02-15,3,2,5,In-person,0.987
C05713,R042,D0135,P005,2025-02-10,2,1,2,In-person,0.746
C05714,R052,D0430,P001,2025-02-04,1,2,5,Virtual,0.853
C05715,R070,D0821,P006,2025-02-11,3,2,1,In-person,1.046
C05716,R065,D0384,P008,2025-02-25,3,1,6,Clinic Camp,1.046
C05717,R022,D0411,P004,2025-02-12,3,2,1,Clinic Camp,0.92
C05718,R045,D0807,P008,2025-02-01,3,1,4,In-person,0.963
C05719,R044,D0596,P004,2025-02-10,1,2,3,In-person,0.853
C05720,R059,D0390,P001,2025-02-13,3,2,0,Clinic Camp,1.043
C05721,R058,D0098,P001,2025-02-17,3,2,3,In-person,1.009
C05722,R043,D0779,P001,2025-02-18,2,1,6,In-person,0.872
C05723,R054,D0587,P003,2025-02-12,2,2,3,In-person,1.052
C05724,R064,D0067,P004,2025-02-05,3,2,4,In-person,0.938
C05725,R044,D0556,P004,2025-02-13,2,1,6,In-person,0.914
C05726,R048,D0738,P004,2025-02-01,4,2,2,In-person,1.155
C05727,R001,D0793,P007,2025-02-15,1,2,0,In-person,0.853
C05728,R071,D0134,P001,2025-02-13,1,2,4,Virtual,0.811
C05729,R008,D0419,P008,2025-02-10,4,2,5,Virtual,1.035
C05730,R048,D0738,P002,2025-02-19,3,2,0,Clinic Camp,0.827
C05731,R043,D0698,P008,2025-02-22,4,1,2,In-person,1.075
C05732,R007,D0536,P002,2025-02-08,1,1,2,In-person,0.655
C05733,R072,D0289,P001,2025-02-15,1,1,5,Virtual,0.857
C05734,R004,D0584,P001,2025-02-15,4,2,6,Clinic Camp,1.004
C05735,R033,D0541,P003,2025-02-15,4,1,5,In-person,1.215
C05736,R033,D0495,P008,2025-02-12,4,1,2,In-person,0.848
C05737,R051,D0803,P004,2025-02-06,4,2,4,In-person,1.085
C05738,R018,D0316,P002,2025-02-05,1,1,1,In-person,0.825
C05739,R021,D0500,P006,2025-02-01,1,2,4,In-person,0.816
C05740,R005,D0013,P005,2025-02-02,2,1,6,Virtual,0.933
C05741,R038,D0597,P006,2025-02-23,4,2,4,In-person,1.059
C05742,R006,D0544,P006,2025-02-02,3,2,5,Clinic Camp,1.061
C05743,R051,D0716,P007,2025-02-24,1,2,5,In-person,0.976
C05744,R053,D0279,P002,2025-02-26,3,1,3,In-person,0.87
C05745,R057,D0835,P004,2025-02-07,4,2,0,In-person,1.13
C05746,R017,D0491,P006,2025-02-13,1,2,6,In-person,0.936
C05747,R009,D0181,P005,2025-02-11,3,2,2,In-person,1.132
C05748,R063,D0141,P008,2025-02-12,3,1,6,In-person,0.891
C05749,R050,D0184,P008,2025-02-11,4,1,5,Clinic Camp,0.959
C05750,R053,D0241,P007,2025-02-10,3,1,4,In-person,0.903
C05751,R053,D0497,P002,2025-02-20,2,1,3,In-person,0.737
C05752,R042,D0675,P005,2025-02-12,4,2,1,In-person,1.102
C05753,R047,D0850,P007,2025-02-06,2,2,0,In-person,0.864
C05754,R023,D0519,P003,2025-02-11,3,1,6,In-person,0.866
C05755,R051,D0432,P006,2025-02-28,4,2,6,In-person,1.052
C05756,R012,D0539,P002,2025-02-28,3,1,4,In-person,0.852
C05757,R036,D0282,P002,2025-02-02,3,2,6,Clinic Camp,1.122
C05758,R007,D0292,P002,2025-02-17,4,2,1,In-person,1.065
C05759,R022,D0441,P008,2025-02-28,3,2,3,Virtual,0.983
C05760,R014,D0685,P008,2025-02-06,2,2,1,In-person,0.859
C05761,R053,D0052,P007,2025-02-02,3,2,3,In-person,0.975
C05762,R059,D0093,P003,2025-02-06,2,1,6,In-person,1.03
C05763,R042,D0135,P007,2025-02-09,3,1,2,In-person,0.867
C05764,R017,D0163,P002,2025-02-27,1,2,2,Clinic Camp,0.905
C05765,R054,D0161,P002,2025-02-08,1,1,3,Clinic Camp,0.738
C05766,R039,D0114,P003,2025-02-10,2,1,3,In-person,0.969
C05767,R069,D0007,P002,2025-02-08,1,1,6,In-person,0.72
C05768,R068,D0337,P006,2025-02-11,3,1,2,In-person,0.951
C05769,R058,D0542,P006,2025-02-28,1,2,1,Clinic Camp,0.757
C05770,R062,D0110,P001,2025-02-03,2,2,2,Clinic Camp,1.083
C05771,R050,D0261,P001,2025-02-13,1,2,2,In-person,0.892
C05772,R061,D0839,P004,2025-02-18,4,2,2,In-person,0.91
C05773,R071,D0116,P001,2025-02-04,4,1,6,In-person,0.953
C05774,R001,D0849,P007,2025-02-02,1,2,3,In-person,0.909
C05775,R042,D0405,P004,2025-02-28,2,1,2,In-person,0.869
C05776,R022,D0590,P004,2025-02-08,4,2,0,In-person,1.057
C05777,R067,D0220,P001,2025-02-07,2,2,6,In-person,0.991
C05778,R017,D0425,P006,2025-02-10,4,1,1,Clinic Camp,0.912
C05779,R052,D0291,P006,2025-02-03,1,1,2,In-person,0.833
C05780,R027,D0138,P007,2025-02-05,2,2,4,In-person,0.873
C05781,R057,D0277,P005,2025-02-01,4,2,0,Clinic Camp,1.014
C05782,R012,D0806,P003,2025-02-15,1,1,2,In-person,0.696
C05783,R015,D0004,P001,2025-02-13,1,1,6,In-person,0.762
C05784,R009,D0541,P003,2025-02-08,3,2,0,In-person,0.903
C05785,R002,D0664,P005,2025-02-26,1,2,1,In-person,0.759
C05786,R036,D0145,P001,2025-02-09,2,2,0,In-person,0.914
C05787,R031,D0154,P001,2025-02-01,4,2,4,In-person,0.964
C05788,R072,D0467,P002,2025-02-03,4,1,0,In-person,0.954
C05789,R057,D0207,P001,2025-02-21,1,1,0,In-person,0.659
C05790,R060,D0815,P001,2025-02-15,2,2,3,In-person,0.926
C05791,R046,D0142,P004,2025-02-08,4,2,5,In-person,1.087
C05792,R056,D0171,P006,2025-02-07,2,2,6,Virtual,0.938
C05793,R063,D0223,P004,2025-02-07,2,2,1,In-person,0.985
C05794,R067,D0220,P001,2025-02-12,3,1,4,In-person,0.892
C05795,R022,D0102,P003,2025-02-20,4,1,5,In-person,1.066
C05796,R041,D0531,P001,2025-02-18,1,2,5,Clinic Camp,0.947
C05797,R068,D0337,P005,2025-02-21,1,2,6,In-person,0.886
C05798,R018,D0407,P002,2025-02-02,1,2,0,Clinic Camp,0.699
C05799,R027,D0192,P004,2025-02-16,2,2,0,In-person,0.799
C05800,R014,D0078,P008,2025-02-22,2,2,4,In-person,1.044
C05801,R055,D0051,P005,2025-02-06,2,2,2,In-person,0.945
C05802,R036,D0062,P007,2025-02-17,2,1,5,In-person,0.881
C05803,R061,D0701,P003,2025-02-01,3,1,5,In-person,0.895
C05804,R046,D0176,P008,2025-02-26,2,1,3,In-person,0.973
C05805,R061,D0251,P006,2025-02-21,4,1,6,In-person,0.959
C05806,R049,D0553,P005,2025-02-18,2,1,6,In-person,0.899
C05807,R045,D0056,P005,2025-02-17,1,1,2,Clinic Camp,0.786
C05808,R010,D0423,P005,2025-02-19,4,2,0,In-person,0.906
C05809,R007,D0476,P002,2025-02-12,3,1,6,In-person,0.897
C05810,R050,D0721,P003,2025-02-28,1,1,6,Clinic Camp,0.781
C05811,R015,D0108,P006,2025-02-06,1,2,6,In-person,0.977
C05812,R007,D0010,P004,2025-02-23,1,2,0,In-person,0.765
C05813,R025,D0672,P007,2025-02-22,4,2,5,In-person,0.985
C05814,R072,D0312,P005,2025-02-24,3,2,6,In-person,0.925
C05815,R029,D0052,P001,2025-02-02,4,1,2,Clinic Camp,0.895
C05816,R031,D0536,P006,2025-02-13,2,1,5,In-person,0.751
C05817,R001,D0440,P005,2025-02-18,1,2,3,In-person,0.915
C05818,R065,D0788,P003,2025-02-18,2,2,3,Clinic Camp,0.989
C05819,R028,D0781,P007,2025-02-20,1,2,5,In-person,0.891
C05820,R028,D0363,P003,2025-02-18,1,2,4,Clinic Camp,0.851
C05821,R018,D0100,P001,2025-02-07,4,2,4,In-person,1.141
C05822,R030,D0649,P001,2025-02-24,2,1,1,Clinic Camp,0.854
C05823,R025,D0133,P008,2025-02-14,4,2,2,Clinic Camp,0.967
C05824,R005,D0742,P004,2025-02-28,3,2,4,Clinic Camp,0.944
C05825,R054,D0587,P004,2025-02-15,3,1,3,In-person,0.961
C05826,R027,D0230,P003,2025-02-16,4,2,2,In-person,1.068
C05827,R070,D0848,P006,2025-02-17,2,2,5,In-person,1.009
C05828,R004,D0358,P005,2025-02-25,2,1,2,In-person,0.744
C05829,R008,D0402,P008,2025-02-26,4,1,3,In-person,0.914
C05830,R011,D0191,P008,2025-02-17,4,1,2,In-person,0.993
C05831,R039,D0533,P008,2025-02-16,2,1,3,In-person,0.779
C05832,R059,D0269,P003,2025-02-02,4,2,3,In-person,0.942
C05833,R013,D0075,P005,2025-02-02,4,2,2,In-person,0.993
C05834,R066,D0074,P003,2025-02-21,1,2,5,In-person,0.874
C05835,R034,D0426,P006,2025-02-10,4,1,1,In-person,1.074
C05836,R038,D0754,P006,2025-02-13,1,2,5,In-person,0.823
C05837,R039,D0196,P003,2025-02-18,4,1,0,In-person,0.915
C05838,R004,D0200,P007,2025-02-07,4,1,1,In-person,1.101
C05839,R006,D0587,P003,2025-02-10,4,1,2,In-person,0.869
C05840,R031,D0168,P008,2025-02-02,2,1,2,In-person,0.869
C05841,R068,D0099,P007,2025-02-22,4,1,4,In-person,0.935
C05842,R030,D0591,P001,2025-02-15,3,1,6,In-person,0.99
C05843,R061,D0341,P004,2025-02-06,1,1,5,In-person,0.987
C05844,R052,D0027,P004,2025-02-17,4,1,3,In-person,1.037
C05845,R062,D0190,P007,2025-02-05,4,1,0,In-person,0.932
C05846,R020,D0315,P006,2025-02-22,2,1,6,Clinic Camp,0.812
C05847,R037,D0601,P001,2025-02-07,1,1,2,Virtual,0.732
C05848,R068,D0636,P007,2025-02-08,3,2,4,In-person,0.967
C05849,R041,D0606,P002,2025-02-25,2,2,5,In-person,0.844
C05850,R034,D0069,P003,2025-02-21,3,1,4,In-person,0.752
C05851,R031,D0749,P002,2025-02-20,2,2,0,In-person,0.804
C05852,R019,D0140,P002,2025-02-17,1,2,1,In-person,0.815
C05853,R009,D0841,P005,2025-02-15,1,2,6,In-person,0.998
C05854,R064,D0730,P001,2025-02-06,3,1,5,In-person,0.881
C05855,R035,D0420,P001,2025-02-09,2,2,4,In-person,0.957
C05856,R021,D0669,P007,2025-02-27,1,1,3,In-person,0.628
C05857,R008,D0605,P003,2025-02-26,3,2,6,In-person,0.984
C05858,R071,D0639,P006,2025-02-21,4,1,5,In-person,0.814
C05859,R040,D0043,P008,2025-02-25,1,2,5,In-person,1.069
C05860,R032,D0170,P001,2025-02-23,1,2,6,In-person,0.924
C05861,R003,D0773,P007,2025-02-12,2,1,6,Clinic Camp,0.901
C05862,R063,D0695,P001,2025-02-21,4,2,6,In-person,1.161
C05863,R023,D0515,P007,2025-02-22,2,1,4,In-person,1.055
C05864,R056,D0300,P003,2025-02-04,4,2,1,Virtual,0.993
C05865,R027,D0296,P002,2025-02-26,3,2,1,Virtual,0.88
C05866,R037,D0270,P002,2025-02-14,4,1,1,In-person,1.098
C05867,R008,D0433,P003,2025-02-09,3,2,5,In-person,0.932
C05868,R037,D0483,P006,2025-02-14,2,2,2,Clinic Camp,1.01
C05869,R045,D0558,P006,2025-02-10,3,2,1,In-person,0.952
C05870,R019,D0334,P006,2025-02-10,1,1,5,In-person,0.835
C05871,R025,D0751,P001,2025-02-16,4,2,3,Virtual,0.949
C05872,R029,D0054,P008,2025-02-28,1,2,1,Clinic Camp,1.025
C05873,R032,D0642,P004,2025-02-12,3,1,2,Clinic Camp,0.855
C05874,R034,D0490,P001,2025-02-07,3,2,3,In-person,0.938
C05875,R006,D0532,P008,2025-02-22,1,1,5,In-person,0.844
C05876,R047,D0298,P007,2025-02-09,2,2,0,In-person,0.818
C05877,R029,D0310,P001,2025-02-16,3,2,5,Clinic Camp,1.064
C05878,R010,D0231,P004,2025-02-08,4,2,0,Clinic Camp,0.909
C05879,R056,D0784,P008,2025-02-06,2,1,6,In-person,0.9
C05880,R048,D0026,P006,2025-02-08,1,1,0,Clinic Camp,0.662
C05881,R056,D0537,P002,2025-02-10,1,1,1,In-person,0.665
C05882,R065,D0818,P006,2025-02-27,3,2,2,Clinic Camp,0.901
C05883,R010,D0367,P002,2025-02-19,4,2,6,In-person,1.189
C05884,R002,D0662,P003,2025-02-20,2,2,2,In-person,0.878
C05885,R003,D0594,P002,2025-02-02,1,2,5,In-person,0.875
C05886,R062,D0468,P006,2025-02-01,1,2,1,In-person,0.852
C05887,R010,D0426,P008,2025-02-10,4,2,2,Clinic Camp,1.137
C05888,R039,D0767,P001,2025-02-25,3,1,3,In-person,0.83
C05889,R007,D0588,P005,2025-02-01,1,1,0,In-person,0.728
C05890,R068,D0722,P002,2025-02-22,2,1,0,In-person,0.707
C05891,R020,D0556,P007,2025-02-23,3,1,2,Virtual,0.869
C05892,R004,D0599,P002,2025-02-08,3,1,5,In-person,1.025
C05893,R022,D0736,P003,2025-02-04,2,2,0,In-person,0.682
C05894,R042,D0195,P002,2025-02-05,3,2,5,In-person,0.956
C05895,R030,D0744,P007,2025-02-03,4,2,4,In-person,1.063
C05896,R009,D0632,P001,2025-02-24,4,2,1,Virtual,1.058
C05897,R069,D0311,P005,2025-02-23,4,2,0,In-person,1.108
C05898,R044,D0676,P001,2025-02-19,2,1,3,In-person,0.698
C05899,R034,D0111,P005,2025-02-03,1,1,3,Virtual,0.877
C05900,R035,D0593,P007,2025-02-27,2,1,0,Virtual,0.822
C05901,R011,D0530,P007,2025-02-20,1,1,4,Clinic Camp,0.763
C05902,R014,D0752,P001,2025-02-24,3,2,5,Virtual,0.912
C05903,R032,D0517,P007,2025-02-11,3,1,3,In-person,0.858
C05904,R058,D0367,P003,2025-02-06,2,1,3,Clinic Camp,0.916
C05905,R065,D0486,P006,2025-02-24,1,2,6,Clinic Camp,0.91
C05906,R025,D0552,P008,2025-02-02,3,1,2,Virtual,0.872
C05907,R015,D0767,P001,2025-02-06,1,1,1,Clinic Camp,0.65
C05908,R045,D0669,P003,2025-02-05,2,2,5,In-person,1.019
C05909,R065,D0053,P007,2025-02-03,4,1,3,In-person,0.962
C05910,R071,D0404,P002,2025-02-16,4,2,6,Virtual,1.099
C05911,R060,D0268,P003,2025-02-07,3,1,6,In-person,0.95
C05912,R053,D0137,P005,2025-02-28,2,1,5,Virtual,0.818
C05913,R051,D0716,P008,2025-02-27,1,1,2,In-person,0.681
C05914,R060,D0804,P003,2025-02-05,3,1,5,In-person,0.818
C05915,R057,D0836,P004,2025-02-24,2,2,3,Clinic Camp,0.874
C05916,R057,D0324,P007,2025-02-02,3,2,5,In-person,0.886
C05917,R069,D0293,P001,2025-02-09,1,1,6,In-person,0.857
C05918,R072,D0610,P003,2025-02-19,4,1,5,Clinic Camp,0.957
C05919,R060,D0152,P003,2025-02-06,4,2,3,In-person,1.033
C05920,R063,D0011,P004,2025-02-03,2,2,6,In-person,0.975
C05921,R057,D0328,P005,2025-02-05,1,2,6,In-person,0.844
