incentive_id,rep_id,month,target_revenue,actual_revenue,achievement_pct,bonus,performance_band
I00744,R031,2025-12-01,297086.61,163024.41,54.87,0.0,Below Target
I00745,R032,2024-01-01,202871.22,69199.58,34.11,0.0,Below Target
I00746,R032,2024-02-01,218740.77,70490.28,32.23,0.0,Below Target
I00747,R032,2024-03-01,210555.45,101924.26000000001,48.41,0.0,Below Target
I00748,R032,2024-04-01,220057.53,83896.17,38.12,0.0,Below Target
I00749,R032,2024-05-01,238720.66,81634.68,34.2,0.0,Below Target
I00750,R032,2024-06-01,229575.42,94021.91,40.95,0.0,Below Target
I00751,R032,2024-07-01,241822.95,62293.28,25.76,0.0,Below Target
I00752,R032,2024-08-01,230161.24,85882.58,37.31,0.0,Below Target
I00753,R032,2024-09-01,229851.41,102720.19,44.69,0.0,Below Target
I00754,R032,2024-10-01,247131.3,86904.93,35.17,0.0,Below Target
I00755,R032,2024-11-01,265294.99,75313.6,28.39,0.0,Below Target
I00756,R032,2024-12-01,256975.24,106216.83,41.33,0.0,Below Target
I00757,R032,2025-01-01,202146.74,81698.78,40.42,0.0,Below Target
I00758,R032,2025-02-01,203570.93,85972.07,42.23,0.0,Below Target
I00759,R032,2025-03-01,201368.66,79868.88,39.66,0.0,Below Target
I00760,R032,2025-04-01,216428.11,89249.82,41.24,0.0,Below Target
I00761,R032,2025-05-01,221603.75,91433.20000000001,41.26,0.0,Below Target
I00762,R032,2025-06-01,236738.34,100457.53,42.43,0.0,Below Target
I00763,R032,2025-07-01,228760.37,72956.1,31.89,0.0,Below Target
I00764,R032,2025-08-01,235763.63,102121.95999999999,43.32,0.0,Below Target
I00765,R032,2025-09-01,226404.14,99736.15,44.05,0.0,Below Target
I00766,R032,2025-10-01,247632.8,108088.36,43.65,0.0,Below Target
I00767,R032,2025-11-01,247333.33,84423.06,34.13,0.0,Below Target
I00768,R032,2025-12-01,249384.79,142272.02000000002,57.05,0.0,Below Target
I00769,R033,2024-01-01,213263.03,88182.59,41.35,0.0,Below Target
I00770,R033,2024-02-01,207580.77,92271.0,44.45,0.0,Below Target
I00771,R033,2024-03-01,233352.21,100486.21,43.06,0.0,Below Target
I00772,R033,2024-04-01,230053.02,89476.35,38.89,0.0,Below Target
I00773,R033,2024-05-01,237594.47,109068.75,45.91,0.0,Below Target
I00774,R033,2024-06-01,247284.1,99053.97,40.06,0.0,Below Target
I00775,R033,2024-07-01,252209.93,103806.51,41.16,0.0,Below Target
I00776,R033,2024-08-01,242907.27,74600.91,30.71,0.0,Below Target
I00777,R033,2024-09-01,230622.22,97757.79000000001,42.39,0.0,Below Target
I00778,R033,2024-10-01,249900.1,110292.91999999998,44.13,0.0,Below Target
I00779,R033,2024-11-01,242640.21,124091.57999999999,51.14,0.0,Below Target
I00780,R033,2024-12-01,285730.33,102704.81,35.94,0.0,Below Target
I00781,R033,2025-01-01,198573.34,86899.48,43.76,0.0,Below Target
I00782,R033,2025-02-01,207993.01,105079.63,50.52,0.0,Below Target
I00783,R033,2025-03-01,219969.64,76670.61,34.86,0.0,Below Target
I00784,R033,2025-04-01,233678.29,67274.87999999999,28.79,0.0,Below Target
I00785,R033,2025-05-01,235700.26,73155.70999999999,31.04,0.0,Below Target
I00786,R033,2025-06-01,247839.82,107800.70999999999,43.5,0.0,Below Target
I00787,R033,2025-07-01,250949.91,100836.64,40.18,0.0,Below Target
I00788,R033,2025-08-01,235695.16,80964.45999999999,34.35,0.0,Below Target
I00789,R033,2025-09-01,227094.26,100628.88,44.31,0.0,Below Target
I00790,R033,2025-10-01,247634.89,127003.09,51.29,0.0,Below Target
I00791,R033,2025-11-01,269009.93,124910.73,46.43,0.0,Below Target
I00792,R033,2025-12-01,280832.84,132303.21,47.11,0.0,Below Target
I00793,R034,2024-01-01,159072.2,65126.83,40.94,0.0,Below Target
I00794,R034,2024-02-01,158538.94,60020.52,37.86,0.0,Below Target
I00795,R034,2024-03-01,175392.28,48471.58,27.64,0.0,Below Target
I00796,R034,2024-04-01,176099.75,88161.95999999999,50.06,0.0,Below Target
I00797,R034,2024-05-01,174515.44,53464.26,30.64,0.0,Below Target
I00798,R034,2024-06-01,180195.87,51634.7,28.65,0.0,Below Target
I00799,R034,2024-07-01,191515.97,70899.23,37.02,0.0,Below Target
I00800,R034,2024-08-01,194855.64,95237.70000000001,48.88,0.0,Below Target
I00801,R034,2024-09-01,164807.09,66584.8,40.4,0.0,Below Target
I00802,R034,2024-10-01,190868.87,89635.15,46.96,0.0,Below Target
I00803,R034,2024-11-01,184627.3,88152.02,47.75,0.0,Below Target
I00804,R034,2024-12-01,201195.2,76201.42,37.87,0.0,Below Target
I00805,R034,2025-01-01,158039.39,59583.91,37.7,0.0,Below Target
I00806,R034,2025-02-01,160935.05,62690.8,38.95,0.0,Below Target
I00807,R034,2025-03-01,163141.5,73504.37,45.06,0.0,Below Target
I00808,R034,2025-04-01,170633.34,72308.65,42.38,0.0,Below Target
I00809,R034,2025-05-01,185390.72,81696.44,44.07,0.0,Below Target
I00810,R034,2025-06-01,182691.71,62398.450000000004,34.16,0.0,Below Target
I00811,R034,2025-07-01,185475.01,92351.83,49.79,0.0,Below Target
I00812,R034,2025-08-01,191295.44,77490.59,40.51,0.0,Below Target
I00813,R034,2025-09-01,182555.1,72822.08,39.89,0.0,Below Target
I00814,R034,2025-10-01,185956.0,79153.03,42.57,0.0,Below Target
I00815,R034,2025-11-01,202122.87,59760.84,29.57,0.0,Below Target
I00816,R034,2025-12-01,205299.32,94292.76999999999,45.93,0.0,Below Target
I00817,R035,2024-01-01,205169.95,113679.67,55.41,0.0,Below Target
I00818,R035,2024-02-01,196553.76,71384.46,36.32,0.0,Below Target
I00819,R035,2024-03-01,217109.55,117982.12,54.34,0.0,Below Target
I00820,R035,2024-04-01,230242.57,126717.14,55.04,0.0,Below Target
I00821,R035,2024-05-01,224926.29,85168.14,37.86,0.0,Below Target
I00822,R035,2024-06-01,236772.84,87104.17,36.79,0.0,Below Target
I00823,R035,2024-07-01,228651.06,124596.99,54.49,0.0,Below Target
I00824,R035,2024-08-01,248959.28,96043.36,38.58,0.0,Below Target
I00825,R035,2024-09-01,246273.5,113573.24,46.12,0.0,Below Target
I00826,R035,2024-10-01,238793.3,97722.78,40.92,0.0,Below Target
I00827,R035,2024-11-01,243482.45,101782.69,41.8,0.0,Below Target
I00828,R035,2024-12-01,279167.04,99731.61,35.72,0.0,Below Target
I00829,R035,2025-01-01,206407.31,70397.0,34.11,0.0,Below Target
I00830,R035,2025-02-01,214832.98,97188.98000000001,45.24,0.0,Below Target
I00831,R035,2025-03-01,228387.91,94928.68000000001,41.56,0.0,Below Target
I00832,R035,2025-04-01,230094.52,103504.16,44.98,0.0,Below Target
I00833,R035,2025-05-01,248359.45,87541.94,35.25,0.0,Below Target
I00834,R035,2025-06-01,254129.56,76569.92,30.13,0.0,Below Target
I00835,R035,2025-07-01,263078.58,94307.27,35.85,0.0,Below Target
I00836,R035,2025-08-01,262125.63,98535.26,37.59,0.0,Below Target
I00837,R035,2025-09-01,226598.88,103314.94,45.59,0.0,Below Target
I00838,R035,2025-10-01,259468.03,115131.71,44.37,0.0,Below Target
I00839,R035,2025-11-01,261901.44,127366.34,48.63,0.0,Below Target
I00840,R035,2025-12-01,252377.31,114697.95999999999,45.45,0.0,Below Target
I00841,R036,2024-01-01,176442.17,75164.39,42.6,0.0,Below Target
I00842,R036,2024-02-01,173391.53,52945.14,30.54,0.0,Below Target
I00843,R036,2024-03-01,187882.59,67750.95000000001,36.06,0.0,Below Target
I00844,R036,2024-04-01,184694.64,71996.93000000001,38.98,0.0,Below Target
I00845,R036,2024-05-01,209560.76,85397.51999999999,40.75,0.0,Below Target
I00846,R036,2024-06-01,195648.08,66985.1,34.24,0.0,Below Target
I00847,R036,2024-07-01,200581.98,93368.35,46.55,0.0,Below Target
I00848,R036,2024-08-01,214142.15,71091.31,33.2,0.0,Below Target
I00849,R036,2024-09-01,199455.43,65263.61,32.72,0.0,Below Target
I00850,R036,2024-10-01,225542.25,98409.88,43.63,0.0,Below Target
I00851,R036,2024-11-01,227642.01,72984.91,32.06,0.0,Below Target
I00852,R036,2024-12-01,241273.05,89395.1,37.05,0.0,Below Target
I00853,R036,2025-01-01,165647.09,81263.4,49.06,0.0,Below Target
I00854,R036,2025-02-01,180985.51,79622.63,43.99,0.0,Below Target
I00855,R036,2025-03-01,201629.36,90016.47,44.64,0.0,Below Target
I00856,R036,2025-04-01,185104.73,77971.02,42.12,0.0,Below Target
I00857,R036,2025-05-01,199246.51,81616.56999999999,40.96,0.0,Below Target
I00858,R036,2025-06-01,202114.23,108563.51000000001,53.71,0.0,Below Target
I00859,R036,2025-07-01,208948.86,64350.68,30.8,0.0,Below Target
I00860,R036,2025-08-01,211041.1,80157.43,37.98,0.0,Below Target
I00861,R036,2025-09-01,198355.48,89519.11,45.13,0.0,Below Target
I00862,R036,2025-10-01,227504.61,69220.9,30.43,0.0,Below Target
I00863,R036,2025-11-01,199122.71,88840.16,44.62,0.0,Below Target
I00864,R036,2025-12-01,206277.47,69922.98,33.9,0.0,Below Target
I00865,R037,2024-01-01,205683.98,91344.57,44.41,0.0,Below Target
I00866,R037,2024-02-01,225485.02,90174.84,39.99,0.0,Below Target
I00867,R037,2024-03-01,224412.19,83694.44,37.29,0.0,Below Target
I00868,R037,2024-04-01,228679.0,118988.28,52.03,0.0,Below Target
I00869,R037,2024-05-01,221181.67,86637.62,39.17,0.0,Below Target
I00870,R037,2024-06-01,240905.01,109869.54,45.61,0.0,Below Target
I00871,R037,2024-07-01,243143.21,91759.48,37.74,0.0,Below Target
I00872,R037,2024-08-01,244475.93,101755.09,41.62,0.0,Below Target
I00873,R037,2024-09-01,235770.91,89791.19,38.08,0.0,Below Target
I00874,R037,2024-10-01,259912.04,100860.71,38.81,0.0,Below Target
I00875,R037,2024-11-01,259608.43,160901.72,61.98,0.0,Below Target
I00876,R037,2024-12-01,268293.84,139402.38,51.96,0.0,Below Target
I00877,R037,2025-01-01,207907.93,76904.56,36.99,0.0,Below Target
I00878,R037,2025-02-01,214367.87,99340.58,46.34,0.0,Below Target
I00879,R037,2025-03-01,214747.37,95774.25,44.6,0.0,Below Target
I00880,R037,2025-04-01,236079.2,106955.62,45.3,0.0,Below Target
I00881,R037,2025-05-01,227266.65,117689.34,51.78,0.0,Below Target
I00882,R037,2025-06-01,250253.89,136061.03,54.37,0.0,Below Target
I00883,R037,2025-07-01,243175.9,109001.3,44.82,0.0,Below Target
I00884,R037,2025-08-01,234946.36,90941.22,38.71,0.0,Below Target
I00885,R037,2025-09-01,263407.05,83628.53,31.75,0.0,Below Target
I00886,R037,2025-10-01,253991.46,106851.5,42.07,0.0,Below Target
I00887,R037,2025-11-01,275384.74,97018.48,35.23,0.0,Below Target
I00888,R037,2025-12-01,276948.42,124125.67,44.82,0.0,Below Target
I00889,R038,2024-01-01,226706.25,75329.31,33.23,0.0,Below Target
I00890,R038,2024-02-01,228977.66,88385.51000000001,38.6,0.0,Below Target
I00891,R038,2024-03-01,231545.35,97612.44,42.16,0.0,Below Target
I00892,R038,2024-04-01,250525.12,88982.08,35.52,0.0,Below Target
I00893,R038,2024-05-01,259974.65,128765.92,49.53,0.0,Below Target
I00894,R038,2024-06-01,248645.89,88511.62999999999,35.6,0.0,Below Target
I00895,R038,2024-07-01,257387.56,106853.9,41.51,0.0,Below Target
I00896,R038,2024-08-01,276531.93,122693.42,44.37,0.0,Below Target
I00897,R038,2024-09-01,247767.94,142482.48,57.51,0.0,Below Target
I00898,R038,2024-10-01,273896.96,107655.95999999999,39.31,0.0,Below Target
I00899,R038,2024-11-01,282997.67,99950.36,35.32,0.0,Below Target
I00900,R038,2024-12-01,300559.43,126948.71,42.24,0.0,Below Target
I00901,R038,2025-01-01,223998.35,99734.45999999999,44.52,0.0,Below Target
I00902,R038,2025-02-01,198169.6,72902.78,36.79,0.0,Below Target
I00903,R038,2025-03-01,229177.79,93550.69,40.82,0.0,Below Target
I00904,R038,2025-04-01,238243.07,95038.3,39.89,0.0,Below Target
I00905,R038,2025-05-01,251082.19,80285.79,31.98,0.0,Below Target
I00906,R038,2025-06-01,243962.06,121664.19,49.87,0.0,Below Target
I00907,R038,2025-07-01,256428.76,121747.42,47.48,0.0,Below Target
I00908,R038,2025-08-01,242372.86,128861.75,53.17,0.0,Below Target
I00909,R038,2025-09-01,225979.69,97958.45,43.35,0.0,Below Target
I00910,R038,2025-10-01,290390.94,78983.06,27.2,0.0,Below Target
I00911,R038,2025-11-01,269225.57,96657.36,35.9,0.0,Below Target
I00912,R038,2025-12-01,302663.26,144100.93,47.61,0.0,Below Target
I00913,R039,2024-01-01,202255.81,64788.979999999996,32.03,0.0,Below Target
I00914,R039,2024-02-01,198254.86,73415.77,37.03,0.0,Below Target
I00915,R039,2024-03-01,225165.9,75335.52,33.46,0.0,Below Target
I00916,R039,2024-04-01,210778.84,87522.38,41.52,0.0,Below Target
I00917,R039,2024-05-01,224274.41,115862.76,51.66,0.0,Below Target
I00918,R039,2024-06-01,234793.64,107945.06,45.97,0.0,Below Target
I00919,R039,2024-07-01,233736.9,98222.5,42.02,0.0,Below Target
I00920,R039,2024-08-01,229857.35,77183.92,33.58,0.0,Below Target
I00921,R039,2024-09-01,205415.17,76978.5,37.47,0.0,Below Target
I00922,R039,2024-10-01,244999.66,107018.04,43.68,0.0,Below Target
I00923,R039,2024-11-01,257380.56,109926.63,42.71,0.0,Below Target
I00924,R039,2024-12-01,256014.6,102768.11,40.14,0.0,Below Target
I00925,R039,2025-01-01,202537.81,106413.19,52.54,0.0,Below Target
I00926,R039,2025-02-01,203626.8,88204.85,43.32,0.0,Below Target
I00927,R039,2025-03-01,221597.47,75595.61,34.11,0.0,Below Target
I00928,R039,2025-04-01,225436.14,100335.69,44.51,0.0,Below Target
I00929,R039,2025-05-01,222278.16,113761.36,51.18,0.0,Below Target
I00930,R039,2025-06-01,248418.38,85261.82,34.32,0.0,Below Target
I00931,R039,2025-07-01,225128.49,86887.09,38.59,0.0,Below Target
I00932,R039,2025-08-01,203328.86,87053.29000000001,42.81,0.0,Below Target
I00933,R039,2025-09-01,199469.32,79690.58,39.95,0.0,Below Target
I00934,R039,2025-10-01,241916.34,107221.08,44.32,0.0,Below Target
I00935,R039,2025-11-01,225799.51,90316.5,40.0,0.0,Below Target
I00936,R039,2025-12-01,254410.39,141327.52000000002,55.55,0.0,Below Target
I00937,R040,2024-01-01,197701.31,80898.67,40.92,0.0,Below Target
I00938,R040,2024-02-01,175759.34,71703.47,40.8,0.0,Below Target
I00939,R040,2024-03-01,203697.76,93771.15,46.03,0.0,Below Target
I00940,R040,2024-04-01,211210.36,77919.32,36.89,0.0,Below Target
I00941,R040,2024-05-01,204583.56,93918.3,45.91,0.0,Below Target
I00942,R040,2024-06-01,224378.61,82251.81,36.66,0.0,Below Target
I00943,R040,2024-07-01,224494.67,85851.62,38.24,0.0,Below Target
I00944,R040,2024-08-01,229697.23,79842.09,34.76,0.0,Below Target
I00945,R040,2024-09-01,215520.16,81776.65,37.94,0.0,Below Target
I00946,R040,2024-10-01,225853.58,140550.13,62.23,0.0,Below Target
I00947,R040,2024-11-01,244125.71,61221.94,25.08,0.0,Below Target
I00948,R040,2024-12-01,265835.09,133282.04,50.14,0.0,Below Target
I00949,R040,2025-01-01,199671.14,89759.18,44.95,0.0,Below Target
I00950,R040,2025-02-01,200072.89,67829.69,33.9,0.0,Below Target
I00951,R040,2025-03-01,212437.55,91273.52,42.96,0.0,Below Target
I00952,R040,2025-04-01,206281.43,62292.82,30.2,0.0,Below Target
I00953,R040,2025-05-01,215729.97,93137.92,43.17,0.0,Below Target
I00954,R040,2025-06-01,226296.04,92134.68000000001,40.71,0.0,Below Target
I00955,R040,2025-07-01,228475.78,99638.86,43.61,0.0,Below Target
I00956,R040,2025-08-01,229666.67,105738.68000000001,46.04,0.0,Below Target
I00957,R040,2025-09-01,228418.87,90177.94,39.48,0.0,Below Target
I00958,R040,2025-10-01,229292.05,98721.7,43.06,0.0,Below Target
I00959,R040,2025-11-01,226397.95,68725.52,30.36,0.0,Below Target
I00960,R040,2025-12-01,243968.48,95553.54999999999,39.17,0.0,Below Target
I00961,R041,2024-01-01,217356.58,86705.87,39.89,0.0,Below Target
I00962,R041,2024-02-01,219270.86,79839.22,36.41,0.0,Below Target
I00963,R041,2024-03-01,222795.02,76295.55,34.24,0.0,Below Target
I00964,R041,2024-04-01,240920.79,107723.09,44.71,0.0,Below Target
I00965,R041,2024-05-01,241016.58,83875.95,34.8,0.0,Below Target
I00966,R041,2024-06-01,258976.93,113570.94,43.85,0.0,Below Target
I00967,R041,2024-07-01,273404.54,93126.94,34.06,0.0,Below Target
I00968,R041,2024-08-01,267316.36,99650.01999999999,37.28,0.0,Below Target
I00969,R041,2024-09-01,236893.79,81557.3,34.43,0.0,Below Target
I00970,R041,2024-10-01,255894.23,95082.41,37.16,0.0,Below Target
I00971,R041,2024-11-01,257258.32,66788.13,25.96,0.0,Below Target
I00972,R041,2024-12-01,301106.96,73419.48,24.38,0.0,Below Target
I00973,R041,2025-01-01,216748.78,111723.93,51.55,0.0,Below Target
I00974,R041,2025-02-01,236823.06,85202.31999999999,35.98,0.0,Below Target
I00975,R041,2025-03-01,240009.1,86437.87,36.01,0.0,Below Target
I00976,R041,2025-04-01,237033.82,95247.04,40.18,0.0,Below Target
I00977,R041,2025-05-01,230726.41,85992.76,37.27,0.0,Below Target
I00978,R041,2025-06-01,256149.54,86155.72,33.63,0.0,Below Target
I00979,R041,2025-07-01,279447.91,128696.95,46.05,0.0,Below Target
I00980,R041,2025-08-01,264109.11,100306.9,37.98,0.0,Below Target
I00981,R041,2025-09-01,244762.07,75793.53,30.97,0.0,Below Target
I00982,R041,2025-10-01,271277.65,147298.64,54.3,0.0,Below Target
I00983,R041,2025-11-01,282160.8,149450.86,52.97,0.0,Below Target
I00984,R041,2025-12-01,302824.51,110286.45,36.42,0.0,Below Target
I00985,R042,2024-01-01,179149.17,73407.14,40.98,0.0,Below Target
I00986,R042,2024-02-01,194866.72,64978.119999999995,33.34,0.0,Below Target
I00987,R042,2024-03-01,189620.31,56422.42,29.76,0.0,Below Target
I00988,R042,2024-04-01,192111.34,84198.14,43.83,0.0,Below Target
I00989,R042,2024-05-01,219710.95,90031.87,40.98,0.0,Below Target
I00990,R042,2024-06-01,228613.86,85050.05,37.2,0.0,Below Target
I00991,R042,2024-07-01,221813.35,99537.46,44.87,0.0,Below Target
I00992,R042,2024-08-01,218981.79,90153.75,41.17,0.0,Below Target
I00993,R042,2024-09-01,214657.8,110860.62,51.65,0.0,Below Target
I00994,R042,2024-10-01,236243.58,101869.99,43.12,0.0,Below Target
I00995,R042,2024-11-01,244346.71,97292.4,39.82,0.0,Below Target
I00996,R042,2024-12-01,251245.19,86770.04,34.54,0.0,Below Target
I00997,R042,2025-01-01,190588.61,62170.8,32.62,0.0,Below Target
I00998,R042,2025-02-01,197826.35,60461.479999999996,30.56,0.0,Below Target
I00999,R042,2025-03-01,192960.93,88345.88,45.78,0.0,Below Target
I01000,R042,2025-04-01,212123.73,88507.01000000001,41.72,0.0,Below Target
I01001,R042,2025-05-01,202704.98,71601.29,35.32,0.0,Below Target
I01002,R042,2025-06-01,227123.59,99456.41,43.79,0.0,Below Target
I01003,R042,2025-07-01,229294.81,59803.97,26.08,0.0,Below Target
I01004,R042,2025-08-01,220298.27,89032.88,40.41,0.0,Below Target
I01005,R042,2025-09-01,210129.58,80892.32,38.5,0.0,Below Target
I01006,R042,2025-10-01,236199.07,68575.42,29.03,0.0,Below Target
I01007,R042,2025-11-01,238475.16,92082.17,38.61,0.0,Below Target
I01008,R042,2025-12-01,250542.65,79353.23,31.67,0.0,Below Target
I01009,R043,2024-01-01,121116.08,58541.82,48.34,0.0,Below Target
I01010,R043,2024-02-01,125431.9,73358.52,58.48,0.0,Below Target
I01011,R043,2024-03-01,135986.3,53288.1,39.19,0.0,Below Target
I01012,R043,2024-04-01,125194.61,65906.77,52.64,0.0,Below Target
I01013,R043,2024-05-01,137071.22,57469.659999999996,41.93,0.0,Below Target
I01014,R043,2024-06-01,128947.14,55882.11,43.34,0.0,Below Target
I01015,R043,2024-07-01,145190.35,50287.97,34.64,0.0,Below Target
I01016,R043,2024-08-01,137969.88,58393.89,42.32,0.0,Below Target
I01017,R043,2024-09-01,137183.54,44778.2,32.64,0.0,Below Target
I01018,R043,2024-10-01,141004.49,52554.69,37.27,0.0,Below Target
I01019,R043,2024-11-01,147017.23,64872.03,44.13,0.0,Below Target
I01020,R043,2024-12-01,157009.62,62208.25,39.62,0.0,Below Target
I01021,R043,2025-01-01,119907.43,47683.72,39.77,0.0,Below Target
I01022,R043,2025-02-01,126801.84,39356.54,31.04,0.0,Below Target
I01023,R043,2025-03-01,126078.68,44999.85,35.69,0.0,Below Target
I01024,R043,2025-04-01,134545.53,42240.84,31.4,0.0,Below Target
I01025,R043,2025-05-01,139934.87,49665.87,35.49,0.0,Below Target
I01026,R043,2025-06-01,137551.01,34396.71,25.01,0.0,Below Target
I01027,R043,2025-07-01,145067.91,40412.05,27.86,0.0,Below Target
I01028,R043,2025-08-01,134256.63,53746.63,40.03,0.0,Below Target
I01029,R043,2025-09-01,131474.2,43146.67,32.82,0.0,Below Target
I01030,R043,2025-10-01,151664.01,68707.35,45.3,0.0,Below Target
I01031,R043,2025-11-01,138409.96,59060.12,42.67,0.0,Below Target
I01032,R043,2025-12-01,157616.44,41808.83,26.53,0.0,Below Target
I01033,R044,2024-01-01,146027.82,50586.47,34.64,0.0,Below Target
I01034,R044,2024-02-01,151839.84,61637.96,40.59,0.0,Below Target
I01035,R044,2024-03-01,160071.94,51917.1,32.43,0.0,Below Target
I01036,R044,2024-04-01,161588.61,67755.91,41.93,0.0,Below Target
I01037,R044,2024-05-01,165233.25,58859.2,35.62,0.0,Below Target
I01038,R044,2024-06-01,165148.93,65707.70999999999,39.79,0.0,Below Target
I01039,R044,2024-07-01,184887.25,74343.63,40.21,0.0,Below Target
I01040,R044,2024-08-01,177839.21,82056.25,46.14,0.0,Below Target
I01041,R044,2024-09-01,168146.82,66551.18,39.58,0.0,Below Target
I01042,R044,2024-10-01,176781.23,57328.520000000004,32.43,0.0,Below Target
I01043,R044,2024-11-01,180767.73,106678.41,59.01,0.0,Below Target
I01044,R044,2024-12-01,194302.41,72137.18,37.13,0.0,Below Target
I01045,R044,2025-01-01,139992.03,50519.03,36.09,0.0,Below Target
I01046,R044,2025-02-01,158614.07,82330.92,51.91,0.0,Below Target
I01047,R044,2025-03-01,152711.6,64427.689999999995,42.19,0.0,Below Target
I01048,R044,2025-04-01,154877.94,46044.3,29.73,0.0,Below Target
I01049,R044,2025-05-01,187746.84,65243.47,34.75,0.0,Below Target
I01050,R044,2025-06-01,169973.0,67680.04000000001,39.82,0.0,Below Target
I01051,R044,2025-07-01,168081.26,78985.71,46.99,0.0,Below Target
I01052,R044,2025-08-01,177818.49,78102.02,43.92,0.0,Below Target
I01053,R044,2025-09-01,157324.73,45595.11,28.98,0.0,Below Target
I01054,R044,2025-10-01,172358.76,57630.68,33.44,0.0,Below Target
I01055,R044,2025-11-01,191136.15,51238.17,26.81,0.0,Below Target
I01056,R044,2025-12-01,211387.52,70494.87,33.35,0.0,Below Target
I01057,R045,2024-01-01,137659.83,53379.58,38.78,0.0,Below Target
I01058,R045,2024-02-01,140523.3,56624.850000000006,40.3,0.0,Below Target
I01059,R045,2024-03-01,151760.93,66426.83,43.77,0.0,Below Target
I01060,R045,2024-04-01,146365.42,91340.51,62.41,0.0,Below Target
I01061,R045,2024-05-01,143439.77,65281.619999999995,45.51,0.0,Below Target
I01062,R045,2024-06-01,150894.71,68519.98999999999,45.41,0.0,Below Target
I01063,R045,2024-07-01,166808.21,56906.0,34.11,0.0,Below Target
I01064,R045,2024-08-01,149239.88,79813.83,53.48,0.0,Below Target
I01065,R045,2024-09-01,150081.14,43071.5,28.7,0.0,Below Target
I01066,R045,2024-10-01,161287.54,81557.14,50.57,0.0,Below Target
I01067,R045,2024-11-01,171034.23,59773.76,34.95,0.0,Below Target
I01068,R045,2024-12-01,181092.56,48072.29,26.55,0.0,Below Target
I01069,R045,2025-01-01,135702.66,45359.630000000005,33.43,0.0,Below Target
I01070,R045,2025-02-01,152739.13,52363.12,34.28,0.0,Below Target
I01071,R045,2025-03-01,148167.36,51751.2,34.93,0.0,Below Target
I01072,R045,2025-04-01,156637.0,64975.82000000001,41.48,0.0,Below Target
I01073,R045,2025-05-01,152747.11,70432.62,46.11,0.0,Below Target
I01074,R045,2025-06-01,167677.5,68245.05,40.7,0.0,Below Target
I01075,R045,2025-07-01,153221.63,49977.200000000004,32.62,0.0,Below Target
I01076,R045,2025-08-01,163099.86,95986.6,58.85,0.0,Below Target
I01077,R045,2025-09-01,150332.57,66645.64,44.33,0.0,Below Target
I01078,R045,2025-10-01,167394.48,76699.36,45.82,0.0,Below Target
I01079,R045,2025-11-01,171923.19,64960.65,37.78,0.0,Below Target
I01080,R045,2025-12-01,185936.12,59983.57,32.26,0.0,Below Target
I01081,R046,2024-01-01,130000.08,52656.6,40.51,0.0,Below Target
I01082,R046,2024-02-01,131325.58,53120.03,40.45,0.0,Below Target
I01083,R046,2024-03-01,144086.92,52463.630000000005,36.41,0.0,Below Target
I01084,R046,2024-04-01,137970.59,49472.71,35.86,0.0,Below Target
I01085,R046,2024-05-01,136422.93,62271.18,45.65,0.0,Below Target
I01086,R046,2024-06-01,136459.41,54686.58,40.08,0.0,Below Target
I01087,R046,2024-07-01,163438.9,59863.58,36.63,0.0,Below Target
I01088,R046,2024-08-01,152536.51,69586.56,45.62,0.0,Below Target
I01089,R046,2024-09-01,148227.99,66568.23,44.91,0.0,Below Target
I01090,R046,2024-10-01,152948.54,76051.32,49.72,0.0,Below Target
I01091,R046,2024-11-01,164131.19,60766.44,37.02,0.0,Below Target
I01092,R046,2024-12-01,165561.44,63883.51,38.59,0.0,Below Target
I01093,R046,2025-01-01,127326.8,62901.04,49.4,0.0,Below Target
I01094,R046,2025-02-01,122113.02,76872.19,62.95,0.0,Below Target
I01095,R046,2025-03-01,128090.75,58492.22,45.66,0.0,Below Target
I01096,R046,2025-04-01,135205.77,59972.21,44.36,0.0,Below Target
I01097,R046,2025-05-01,141826.09,51935.55,36.62,0.0,Below Target
I01098,R046,2025-06-01,157777.46,50437.3,31.97,0.0,Below Target
I01099,R046,2025-07-01,167795.28,73989.39,44.1,0.0,Below Target
I01100,R046,2025-08-01,157888.23,61374.130000000005,38.87,0.0,Below Target
I01101,R046,2025-09-01,126926.43,89562.45000000001,70.56,0.0,Below Target
I01102,R046,2025-10-01,166098.53,80444.45,48.43,0.0,Below Target
I01103,R046,2025-11-01,159558.13,69092.87,43.3,0.0,Below Target
I01104,R046,2025-12-01,159695.26,63180.26,39.56,0.0,Below Target
I01105,R047,2024-01-01,176803.56,87470.37,49.47,0.0,Below Target
I01106,R047,2024-02-01,166904.54,93534.75,56.04,0.0,Below Target
I01107,R047,2024-03-01,171704.32,77169.47,44.94,0.0,Below Target
I01108,R047,2024-04-01,179970.69,100872.14,56.05,0.0,Below Target
I01109,R047,2024-05-01,186821.32,92027.45999999999,49.26,0.0,Below Target
I01110,R047,2024-06-01,197559.0,66114.85,33.47,0.0,Below Target
I01111,R047,2024-07-01,198067.46,76238.36,38.49,0.0,Below Target
I01112,R047,2024-08-01,189612.24,122191.28,64.44,0.0,Below Target
I01113,R047,2024-09-01,172900.99,67965.12,39.31,0.0,Below Target
I01114,R047,2024-10-01,193724.81,107980.81,55.74,0.0,Below Target
I01115,R047,2024-11-01,210988.29,86729.51000000001,41.11,0.0,Below Target
