sale_id,activity_id,rep_id,doctor_id,product_id,sale_date,month,territory,region,units_sold,revenue
S04642,C04642,R035,D0626,P003,2024-11-29,2024-11-01,Nagpur,West,16,10673.4
S04643,C04643,R015,D0141,P006,2024-11-18,2024-11-01,Hyderabad,South,24,13243.81
S04644,C04644,R071,D0340,P007,2024-11-04,2024-11-01,Ranchi,East,22,13699.8
S04645,C04645,R049,D0521,P006,2024-11-04,2024-11-01,North Delhi,North,14,7337.34
S04646,C04646,R047,D0116,P001,2024-11-17,2024-11-01,Ranchi,East,26,19394.52
S04647,C04647,R004,D0286,P005,2024-11-27,2024-11-01,Lucknow,North,24,9858.62
S04648,C04648,R041,D0630,P002,2024-11-19,2024-11-01,Coimbatore,South,29,17208.71
S04649,C04649,R068,D0774,P003,2024-11-10,2024-11-01,Bhubaneswar,East,30,20287.81
S04650,C04650,R046,D0654,P008,2024-11-19,2024-11-01,Guwahati,East,24,8295.88
S04651,C04651,R046,D0802,P004,2024-11-05,2024-11-01,Guwahati,East,15,12561.23
S04652,C04652,R035,D0845,P007,2024-11-15,2024-11-01,Nagpur,West,30,19220.95
S04653,C04653,R025,D0133,P002,2024-11-30,2024-11-01,North Delhi,North,25,13694.98
S04654,C04654,R041,D0635,P008,2024-11-19,2024-11-01,Coimbatore,South,27,9098.92
S04655,C04655,R042,D0417,P003,2024-11-04,2024-11-01,Vijayawada,South,25,16978.84
S04656,C04656,R028,D0680,P002,2024-11-07,2024-11-01,Lucknow,North,26,13879.28
S04657,C04657,R069,D0500,P003,2024-11-02,2024-11-01,Patna,East,15,10039.03
S04658,C04658,R029,D0120,P002,2024-11-13,2024-11-01,Ludhiana,North,23,12200.73
S04659,C04659,R056,D0501,P005,2024-11-08,2024-11-01,Pune,West,42,20128.67
S04660,C04660,R048,D0580,P002,2024-11-30,2024-11-01,Siliguri,East,18,9333.2
S04661,C04661,R005,D0120,P002,2024-11-10,2024-11-01,Ludhiana,North,28,14588.92
S04662,C04662,R001,D0488,P006,2024-11-02,2024-11-01,North Delhi,North,27,13659.32
S04663,C04663,R037,D0489,P001,2024-11-14,2024-11-01,Bengaluru,South,39,31355.55
S04664,C04664,R057,D0403,P004,2024-11-23,2024-11-01,Ahmedabad,West,15,13385.56
S04665,C04665,R006,D0708,P006,2024-11-21,2024-11-01,Dehradun,North,16,8026.5
S04666,C04666,R029,D0120,P004,2024-11-30,2024-11-01,Ludhiana,North,21,19677.1
S04667,C04667,R020,D0337,P001,2024-11-11,2024-11-01,Bhubaneswar,East,17,13650.21
S04668,C04668,R055,D0780,P002,2024-11-16,2024-11-01,Mumbai,West,36,18993.51
S04669,C04669,R054,D0532,P008,2024-11-17,2024-11-01,Dehradun,North,20,6066.43
S04670,C04670,R030,D0167,P007,2024-11-01,2024-11-01,Dehradun,North,8,4837.14
S04671,C04671,R043,D0076,P003,2024-11-01,2024-11-01,Kolkata,East,21,13427.89
S04672,C04672,R015,D0474,P007,2024-11-24,2024-11-01,Hyderabad,South,14,8210.28
S04673,C04673,R054,D0812,P001,2024-11-12,2024-11-01,Dehradun,North,29,23467.78
S04674,C04674,R011,D0037,P001,2024-11-21,2024-11-01,Nagpur,West,18,14831.35
S04675,C04675,R040,D0103,P008,2024-11-29,2024-11-01,Kochi,South,16,5104.8
S04676,C04676,R044,D0355,P006,2024-11-08,2024-11-01,Bhubaneswar,East,34,17335.05
S04677,C04677,R036,D0152,P005,2024-11-24,2024-11-01,Goa,West,17,7530.72
S04678,C04678,R022,D0082,P003,2024-11-07,2024-11-01,Guwahati,East,16,9998.58
S04679,C04679,R002,D0239,P007,2024-11-23,2024-11-01,Chandigarh,North,18,11416.87
S04680,C04680,R038,D0504,P005,2024-11-05,2024-11-01,Chennai,South,18,7754.01
S04681,C04681,R013,D0686,P004,2024-11-10,2024-11-01,Bengaluru,South,30,25873.06
S04682,C04682,R054,D0254,P004,2024-11-15,2024-11-01,Dehradun,North,16,13776.15
S04683,C04683,R031,D0588,P003,2024-11-15,2024-11-01,Mumbai,West,31,20893.81
S04684,C04684,R061,D0686,P005,2024-11-01,2024-11-01,Bengaluru,South,24,10931.03
S04685,C04685,R002,D0003,P006,2024-11-26,2024-11-01,Chandigarh,North,9,4459.28
S04686,C04686,R072,D0620,P007,2024-11-01,2024-11-01,Siliguri,East,14,9120.4
S04687,C04687,R049,D0133,P004,2024-11-27,2024-11-01,North Delhi,North,34,32726.52
S04688,C04688,R058,D0490,P003,2024-11-07,2024-11-01,Surat,West,19,12784.28
S04689,C04689,R033,D0706,P005,2024-11-22,2024-11-01,Ahmedabad,West,21,9729.4
S04690,C04690,R014,D0693,P005,2024-11-22,2024-11-01,Chennai,South,22,9865.29
S04691,C04691,R032,D0419,P003,2024-11-14,2024-11-01,Pune,West,21,13847.25
S04692,C04692,R005,D0647,P001,2024-11-17,2024-11-01,Ludhiana,North,46,33718.38
S04693,C04693,R061,D0015,P003,2024-11-03,2024-11-01,Bengaluru,South,41,28397.76
S04694,C04694,R068,D0443,P001,2024-11-28,2024-11-01,Bhubaneswar,East,22,17047.04
S04695,C04695,R013,D0827,P001,2024-11-04,2024-11-01,Bengaluru,South,31,23348.74
S04696,C04696,R012,D0149,P008,2024-11-20,2024-11-01,Goa,West,19,5979.21
S04697,C04697,R034,D0104,P007,2024-11-01,2024-11-01,Surat,West,25,15788.56
S04698,C04698,R031,D0588,P001,2024-11-23,2024-11-01,Mumbai,West,39,30029.87
S04699,C04699,R059,D0485,P003,2024-11-11,2024-11-01,Nagpur,West,31,19654.53
S04700,C04700,R014,D0412,P003,2024-11-15,2024-11-01,Chennai,South,28,16549.42
S04701,C04701,R022,D0174,P008,2024-11-01,2024-11-01,Guwahati,East,15,4781.3
S04702,C04702,R011,D0191,P004,2024-11-07,2024-11-01,Nagpur,West,19,17227.55
S04703,C04703,R032,D0623,P003,2024-11-14,2024-11-01,Pune,West,25,16095.42
S04704,C04704,R043,D0264,P006,2024-11-22,2024-11-01,Kolkata,East,13,6366.77
S04705,C04705,R013,D0660,P004,2024-11-18,2024-11-01,Bengaluru,South,35,29397.31
S04706,C04706,R030,D0512,P002,2024-11-08,2024-11-01,Dehradun,North,13,6887.98
S04707,C04707,R072,D0312,P003,2024-11-18,2024-11-01,Siliguri,East,13,8102.0
S04708,C04708,R044,D0321,P002,2024-11-07,2024-11-01,Bhubaneswar,East,24,12233.76
S04709,C04709,R008,D0605,P006,2024-11-17,2024-11-01,Pune,West,32,15929.1
S04710,C04710,R025,D0259,P008,2024-11-17,2024-11-01,North Delhi,North,15,5252.09
S04711,C04711,R038,D0754,P007,2024-11-07,2024-11-01,Chennai,South,35,23842.75
S04712,C04712,R029,D0382,P004,2024-11-07,2024-11-01,Ludhiana,North,34,32041.77
S04713,C04713,R014,D0685,P004,2024-11-16,2024-11-01,Chennai,South,39,35828.19
S04714,C04714,R006,D0512,P001,2024-11-18,2024-11-01,Dehradun,North,22,15497.39
S04715,C04715,R016,D0373,P003,2024-11-30,2024-11-01,Kochi,South,14,10476.41
S04716,C04716,R038,D0412,P001,2024-11-15,2024-11-01,Chennai,South,45,35788.04
S04717,C04717,R060,D0370,P006,2024-11-14,2024-11-01,Goa,West,28,13495.01
S04718,C04718,R061,D0308,P008,2024-11-15,2024-11-01,Bengaluru,South,28,10163.47
S04719,C04719,R041,D0725,P002,2024-11-27,2024-11-01,Coimbatore,South,14,7522.78
S04720,C04720,R040,D0581,P006,2024-11-10,2024-11-01,Kochi,South,17,9031.65
S04721,C04721,R026,D0119,P005,2024-11-12,2024-11-01,Chandigarh,North,12,5433.2
S04722,C04722,R048,D0050,P004,2024-11-12,2024-11-01,Siliguri,East,21,19220.44
S04723,C04723,R067,D0017,P006,2024-11-19,2024-11-01,Kolkata,East,18,9495.01
S04724,C04724,R041,D0561,P006,2024-11-21,2024-11-01,Coimbatore,South,14,7447.05
S04725,C04725,R058,D0112,P003,2024-11-15,2024-11-01,Surat,West,23,16154.12
S04726,C04726,R012,D0318,P007,2024-11-08,2024-11-01,Goa,West,25,15368.39
S04727,C04727,R068,D0688,P006,2024-11-21,2024-11-01,Bhubaneswar,East,25,12883.77
S04728,C04728,R051,D0138,P003,2024-11-09,2024-11-01,Jaipur,North,30,19752.6
S04729,C04729,R045,D0085,P006,2024-11-27,2024-11-01,Patna,East,16,7734.02
S04730,C04730,R047,D0055,P006,2024-11-19,2024-11-01,Ranchi,East,21,10225.54
S04731,C04731,R008,D0265,P001,2024-11-14,2024-11-01,Pune,West,26,19967.52
S04732,C04732,R053,D0054,P002,2024-11-07,2024-11-01,Ludhiana,North,18,10333.44
S04733,C04733,R033,D0554,P003,2024-11-23,2024-11-01,Ahmedabad,West,29,19590.51
S04734,C04734,R039,D0576,P001,2024-11-19,2024-11-01,Hyderabad,South,23,17856.42
S04735,C04735,R051,D0166,P004,2024-11-27,2024-11-01,Jaipur,North,44,38643.7
S04736,C04736,R028,D0363,P004,2024-11-22,2024-11-01,Lucknow,North,36,30170.49
S04737,C04737,R019,D0218,P007,2024-11-24,2024-11-01,Kolkata,East,18,10486.55
S04738,C04738,R053,D0054,P002,2024-11-03,2024-11-01,Ludhiana,North,15,8162.7
S04739,C04739,R008,D0439,P005,2024-11-01,2024-11-01,Pune,West,37,17027.05
S04740,C04740,R068,D0638,P006,2024-11-20,2024-11-01,Bhubaneswar,East,14,7417.85
S04741,C04741,R001,D0157,P004,2024-11-01,2024-11-01,North Delhi,North,11,9684.03
S04742,C04742,R040,D0674,P008,2024-11-27,2024-11-01,Kochi,South,44,14479.48
S04743,C04743,R017,D0818,P003,2024-11-27,2024-11-01,Coimbatore,South,15,9142.02
S04744,C04744,R053,D0052,P004,2024-11-18,2024-11-01,Ludhiana,North,16,13563.98
S04745,C04745,R010,D0104,P001,2024-11-22,2024-11-01,Surat,West,32,25288.96
S04746,C04746,R065,D0384,P004,2024-11-13,2024-11-01,Coimbatore,South,25,22268.18
S04747,C04747,R056,D0659,P001,2024-11-29,2024-11-01,Pune,West,18,14557.86
S04748,C04748,R020,D0273,P008,2024-11-02,2024-11-01,Bhubaneswar,East,22,7453.82
S04749,C04749,R050,D0352,P002,2024-11-09,2024-11-01,Chandigarh,North,17,9740.58
S04750,C04750,R067,D0457,P007,2024-11-21,2024-11-01,Kolkata,East,30,19751.18
S04751,C04751,R072,D0096,P001,2024-11-24,2024-11-01,Siliguri,East,10,8510.14
S04752,C04752,R043,D0021,P003,2024-11-08,2024-11-01,Kolkata,East,22,14261.38
S04753,C04753,R024,D0096,P001,2024-12-25,2024-12-01,Siliguri,East,18,15654.32
S04754,C04754,R062,D0022,P003,2024-12-15,2024-12-01,Chennai,South,55,41544.14
S04755,C04755,R009,D0424,P005,2024-12-27,2024-12-01,Ahmedabad,West,25,10751.12
S04756,C04756,R050,D0829,P004,2024-12-09,2024-12-01,Chandigarh,North,27,23322.64
S04757,C04757,R031,D0391,P005,2024-12-22,2024-12-01,Mumbai,West,37,17326.52
S04758,C04758,R064,D0331,P007,2024-12-07,2024-12-01,Kochi,South,29,17895.25
S04759,C04759,R056,D0255,P001,2024-12-05,2024-12-01,Pune,West,18,12856.05
S04760,C04760,R040,D0831,P004,2024-12-22,2024-12-01,Kochi,South,34,28823.17
S04761,C04761,R006,D0820,P005,2024-12-22,2024-12-01,Dehradun,North,10,4649.86
S04762,C04762,R058,D0484,P005,2024-12-10,2024-12-01,Surat,West,36,16379.76
S04763,C04763,R062,D0412,P002,2024-12-19,2024-12-01,Chennai,South,26,14475.91
S04764,C04764,R046,D0102,P002,2024-12-30,2024-12-01,Guwahati,East,14,8299.27
S04765,C04765,R059,D0785,P004,2024-12-11,2024-12-01,Nagpur,West,27,22534.66
S04766,C04766,R043,D0017,P006,2024-12-16,2024-12-01,Kolkata,East,26,14794.31
S04767,C04767,R029,D0137,P008,2024-12-07,2024-12-01,Ludhiana,North,41,14354.05
S04768,C04768,R017,D0531,P003,2024-12-17,2024-12-01,Coimbatore,South,29,17488.37
S04769,C04769,R042,D0135,P005,2024-12-28,2024-12-01,Vijayawada,South,18,7785.77
S04770,C04770,R036,D0139,P003,2024-12-20,2024-12-01,Goa,West,31,20046.86
S04771,C04771,R069,D0499,P001,2024-12-05,2024-12-01,Patna,East,14,10399.43
S04772,C04772,R047,D0031,P004,2024-12-23,2024-12-01,Ranchi,East,37,33888.24
S04773,C04773,R034,D0185,P003,2024-12-14,2024-12-01,Surat,West,29,19747.68
S04774,C04774,R006,D0591,P002,2024-12-01,2024-12-01,Dehradun,North,17,9244.96
S04775,C04775,R051,D0166,P006,2024-12-20,2024-12-01,Jaipur,North,38,19742.41
S04776,C04776,R010,D0566,P003,2024-12-10,2024-12-01,Surat,West,20,13111.65
S04777,C04777,R052,D0126,P002,2024-12-31,2024-12-01,Lucknow,North,31,17071.99
S04778,C04778,R059,D0555,P004,2024-12-31,2024-12-01,Nagpur,West,32,31203.85
S04779,C04779,R019,D0024,P008,2024-12-21,2024-12-01,Kolkata,East,35,9863.36
S04780,C04780,R036,D0704,P006,2024-12-20,2024-12-01,Goa,West,14,7146.39
S04781,C04781,R066,D0595,P004,2024-12-10,2024-12-01,Vijayawada,South,16,14570.91
S04782,C04782,R013,D0663,P007,2024-12-03,2024-12-01,Bengaluru,South,42,25493.5
S04783,C04783,R002,D0239,P001,2024-12-02,2024-12-01,Chandigarh,North,18,14259.62
S04784,C04784,R070,D0174,P003,2024-12-15,2024-12-01,Guwahati,East,17,11892.5
S04785,C04785,R048,D0738,P005,2024-12-10,2024-12-01,Siliguri,East,35,15684.44
S04786,C04786,R018,D0522,P004,2024-12-30,2024-12-01,Vijayawada,South,20,19765.98
S04787,C04787,R010,D0111,P006,2024-12-10,2024-12-01,Surat,West,22,10387.01
S04788,C04788,R037,D0019,P006,2024-12-07,2024-12-01,Bengaluru,South,61,32075.22
S04789,C04789,R011,D0357,P004,2024-12-26,2024-12-01,Nagpur,West,20,17787.94
S04790,C04790,R066,D0465,P008,2024-12-26,2024-12-01,Vijayawada,South,29,9400.59
S04791,C04791,R067,D0334,P008,2024-12-12,2024-12-01,Kolkata,East,34,11294.2
S04792,C04792,R060,D0759,P004,2024-12-03,2024-12-01,Goa,West,20,17249.84
S04793,C04793,R003,D0527,P008,2024-12-04,2024-12-01,Jaipur,North,25,8440.93
S04794,C04794,R056,D0834,P006,2024-12-17,2024-12-01,Pune,West,29,16250.54
S04795,C04795,R046,D0736,P002,2024-12-27,2024-12-01,Guwahati,East,24,12772.1
S04796,C04796,R057,D0403,P001,2024-12-12,2024-12-01,Ahmedabad,West,15,11397.13
S04797,C04797,R026,D0762,P001,2024-12-01,2024-12-01,Chandigarh,North,19,15757.63
S04798,C04798,R065,D0462,P002,2024-12-12,2024-12-01,Coimbatore,South,33,18695.32
S04799,C04799,R071,D0029,P003,2024-12-01,2024-12-01,Ranchi,East,32,19466.69
S04800,C04800,R037,D0251,P001,2024-12-14,2024-12-01,Bengaluru,South,45,36069.85
S04801,C04801,R022,D0351,P005,2024-12-15,2024-12-01,Guwahati,East,17,8123.18
S04802,C04802,R046,D0848,P004,2024-12-23,2024-12-01,Guwahati,East,11,9763.19
S04803,C04803,R036,D0766,P005,2024-12-03,2024-12-01,Goa,West,30,14835.38
S04804,C04804,R054,D0136,P005,2024-12-15,2024-12-01,Dehradun,North,14,5923.47
S04805,C04805,R009,D0035,P003,2024-12-06,2024-12-01,Ahmedabad,West,32,18849.35
S04806,C04806,R024,D0396,P005,2024-12-15,2024-12-01,Siliguri,East,26,12596.81
S04807,C04807,R068,D0546,P008,2024-12-31,2024-12-01,Bhubaneswar,East,15,4604.89
S04808,C04808,R039,D0576,P003,2024-12-23,2024-12-01,Hyderabad,South,43,28330.82
S04809,C04809,R072,D0178,P003,2024-12-27,2024-12-01,Siliguri,East,36,22414.0
S04810,C04810,R019,D0702,P005,2024-12-02,2024-12-01,Kolkata,East,22,10551.27
S04811,C04811,R001,D0346,P007,2024-12-24,2024-12-01,North Delhi,North,24,14889.46
S04812,C04812,R029,D0279,P005,2024-12-27,2024-12-01,Ludhiana,North,23,10509.84
S04813,C04813,R020,D0443,P007,2024-12-21,2024-12-01,Bhubaneswar,East,13,7440.46
S04814,C04814,R031,D0771,P001,2024-12-25,2024-12-01,Mumbai,West,38,29402.52
S04815,C04815,R026,D0326,P001,2024-12-02,2024-12-01,Chandigarh,North,21,16653.3
S04816,C04816,R017,D0491,P004,2024-12-23,2024-12-01,Coimbatore,South,9,7797.02
S04817,C04817,R025,D0792,P002,2024-12-26,2024-12-01,North Delhi,North,17,8951.59
S04818,C04818,R054,D0006,P001,2024-12-08,2024-12-01,Dehradun,North,16,12486.48
S04819,C04819,R037,D0379,P002,2024-12-15,2024-12-01,Bengaluru,South,33,18420.34
S04820,C04820,R034,D0513,P003,2024-12-14,2024-12-01,Surat,West,19,12805.81
S04821,C04821,R066,D0703,P008,2024-12-04,2024-12-01,Vijayawada,South,32,10842.15
S04822,C04822,R051,D0080,P007,2024-12-04,2024-12-01,Jaipur,North,13,7894.43
S04823,C04823,R052,D0560,P003,2024-12-10,2024-12-01,Lucknow,North,42,29123.9
S04824,C04824,R072,D0612,P008,2024-12-04,2024-12-01,Siliguri,East,16,4821.53
S04825,C04825,R058,D0225,P007,2024-12-16,2024-12-01,Surat,West,34,21152.97
S04826,C04826,R044,D0676,P003,2024-12-02,2024-12-01,Bhubaneswar,East,24,16113.26
S04827,C04827,R072,D0389,P004,2024-12-01,2024-12-01,Siliguri,East,15,14923.68
S04828,C04828,R032,D0605,P008,2024-12-20,2024-12-01,Pune,West,30,9278.33
S04829,C04829,R017,D0434,P004,2024-12-08,2024-12-01,Coimbatore,South,27,22586.97
S04830,C04830,R047,D0116,P003,2024-12-12,2024-12-01,Ranchi,East,36,22844.91
S04831,C04831,R034,D0641,P008,2024-12-11,2024-12-01,Surat,West,33,10226.24
S04832,C04832,R023,D0182,P006,2024-12-15,2024-12-01,Ranchi,East,38,19777.2
S04833,C04833,R007,D0232,P004,2024-12-15,2024-12-01,Mumbai,West,26,21681.55
S04834,C04834,R065,D0725,P007,2024-12-05,2024-12-01,Coimbatore,South,13,8066.97
S04835,C04835,R022,D0802,P006,2024-12-01,2024-12-01,Guwahati,East,15,7663.1
S04836,C04836,R004,D0435,P003,2024-12-14,2024-12-01,Lucknow,North,22,15183.89
S04837,C04837,R041,D0491,P004,2024-12-18,2024-12-01,Coimbatore,South,24,22021.36
S04838,C04838,R069,D0248,P001,2024-12-24,2024-12-01,Patna,East,12,9747.62
S04839,C04839,R055,D0543,P001,2024-12-07,2024-12-01,Mumbai,West,30,23974.65
S04840,C04840,R035,D0555,P008,2024-12-03,2024-12-01,Nagpur,West,31,10499.23
S04841,C04841,R049,D0521,P001,2024-12-19,2024-12-01,North Delhi,North,22,15881.08
S04842,C04842,R020,D0636,P007,2024-12-28,2024-12-01,Bhubaneswar,East,21,11877.69
S04843,C04843,R051,D0564,P002,2024-12-08,2024-12-01,Jaipur,North,42,22656.66
S04844,C04844,R042,D0694,P005,2024-12-03,2024-12-01,Vijayawada,South,19,8776.85
S04845,C04845,R053,D0647,P006,2024-12-13,2024-12-01,Ludhiana,North,37,17903.83
S04846,C04846,R067,D0334,P008,2024-12-18,2024-12-01,Kolkata,East,19,6250.3
S04847,C04847,R065,D0531,P003,2024-12-20,2024-12-01,Coimbatore,South,43,26529.11
S04848,C04848,R030,D0189,P008,2024-12-04,2024-12-01,Dehradun,North,20,6314.23
S04849,C04849,R061,D0117,P004,2024-12-21,2024-12-01,Bengaluru,South,38,33789.61
S04850,C04850,R067,D0702,P007,2024-12-11,2024-12-01,Kolkata,East,26,16313.66
S04851,C04851,R038,D0473,P001,2024-12-01,2024-12-01,Chennai,South,22,16727.52
S04852,C04852,R059,D0037,P003,2024-12-29,2024-12-01,Nagpur,West,29,20303.31
S04853,C04853,R038,D0325,P005,2024-12-17,2024-12-01,Chennai,South,18,8975.6
S04854,C04854,R027,D0825,P006,2024-12-10,2024-12-01,Jaipur,North,30,16476.56
S04855,C04855,R030,D0591,P007,2024-12-26,2024-12-01,Dehradun,North,9,5986.25
S04856,C04856,R069,D0740,P003,2024-12-25,2024-12-01,Patna,East,29,20160.26
S04857,C04857,R048,D0467,P005,2024-12-07,2024-12-01,Siliguri,East,28,13276.18
S04858,C04858,R045,D0008,P005,2024-12-30,2024-12-01,Patna,East,8,3542.15
S04859,C04859,R039,D0141,P008,2024-12-17,2024-12-01,Hyderabad,South,43,13371.89
S04860,C04860,R010,D0068,P001,2024-12-09,2024-12-01,Surat,West,29,23693.08
S04861,C04861,R017,D0606,P001,2024-12-14,2024-12-01,Coimbatore,South,13,9237.07
S04862,C04862,R063,D0585,P005,2024-12-06,2024-12-01,Hyderabad,South,26,12751.49
S04863,C04863,R010,D0306,P001,2024-12-27,2024-12-01,Surat,West,29,21934.38
S04864,C04864,R044,D0646,P002,2024-12-09,2024-12-01,Bhubaneswar,East,19,9986.01
S04865,C04865,R020,D0556,P005,2024-12-14,2024-12-01,Bhubaneswar,East,11,5256.3
S04866,C04866,R019,D0634,P003,2024-12-03,2024-12-01,Kolkata,East,22,14723.59
S04867,C04867,R051,D0616,P003,2024-12-30,2024-12-01,Jaipur,North,41,26492.38
S04868,C04868,R040,D0400,P003,2024-12-10,2024-12-01,Kochi,South,22,13858.86
S04869,C04869,R062,D0504,P006,2024-12-21,2024-12-01,Chennai,South,11,5188.89
S04870,C04870,R012,D0282,P003,2024-12-11,2024-12-01,Goa,West,31,18247.08
S04871,C04871,R012,D0704,P007,2024-12-18,2024-12-01,Goa,West,19,12437.9
S04872,C04872,R027,D0803,P002,2024-12-18,2024-12-01,Jaipur,North,20,10683.06
S04873,C04873,R060,D0152,P001,2024-12-10,2024-12-01,Goa,West,27,20124.13
S04874,C04874,R059,D0574,P002,2024-12-14,2024-12-01,Nagpur,West,17,9524.95
S04875,C04875,R053,D0090,P008,2024-12-19,2024-12-01,Ludhiana,North,16,4920.51
S04876,C04876,R068,D0355,P003,2024-12-07,2024-12-01,Bhubaneswar,East,21,13333.51
S04877,C04877,R029,D0647,P001,2024-12-05,2024-12-01,Ludhiana,North,31,25618.33
S04878,C04878,R032,D0265,P003,2024-12-06,2024-12-01,Pune,West,32,21903.06
S04879,C04879,R040,D0309,P006,2024-12-13,2024-12-01,Kochi,South,31,15954.78
S04880,C04880,R017,D0434,P003,2024-12-07,2024-12-01,Coimbatore,South,34,21818.16
S04881,C04881,R027,D0088,P004,2024-12-09,2024-12-01,Jaipur,North,33,29713.03
S04882,C04882,R068,D0607,P001,2024-12-22,2024-12-01,Bhubaneswar,East,9,7223.75
S04883,C04883,R015,D0114,P006,2024-12-21,2024-12-01,Hyderabad,South,27,13947.67
S04884,C04884,R057,D0277,P002,2024-12-30,2024-12-01,Ahmedabad,West,19,10882.99
S04885,C04885,R061,D0251,P001,2024-12-24,2024-12-01,Bengaluru,South,61,45197.86
S04886,C04886,R033,D0840,P006,2024-12-14,2024-12-01,Ahmedabad,West,46,23157.25
S04887,C04887,R045,D0832,P008,2024-12-29,2024-12-01,Patna,East,16,5262.58
S04888,C04888,R050,D0131,P005,2024-12-29,2024-12-01,Chandigarh,North,23,10277.06
S04889,C04889,R008,D0173,P008,2024-12-07,2024-12-01,Pune,West,19,6369.66
S04890,C04890,R048,D0568,P004,2024-12-06,2024-12-01,Siliguri,East,43,40839.37
S04891,C04891,R046,D0228,P005,2024-12-28,2024-12-01,Guwahati,East,19,8765.93
S04892,C04892,R010,D0484,P003,2024-12-28,2024-12-01,Surat,West,33,22196.89
S04893,C04893,R007,D0769,P005,2024-12-27,2024-12-01,Mumbai,West,19,8648.78
S04894,C04894,R032,D0188,P008,2024-12-15,2024-12-01,Pune,West,16,5045.08
S04895,C04895,R014,D0776,P006,2024-12-27,2024-12-01,Chennai,South,45,24422.62
S04896,C04896,R051,D0071,P001,2024-12-24,2024-12-01,Jaipur,North,35,26158.63
S04897,C04897,R029,D0222,P005,2024-12-23,2024-12-01,Ludhiana,North,36,17244.55
S04898,C04898,R041,D0470,P004,2024-12-19,2024-12-01,Coimbatore,South,16,13889.07
S04899,C04899,R049,D0792,P005,2024-12-09,2024-12-01,North Delhi,North,26,11454.37
S04900,C04900,R016,D0478,P005,2024-12-24,2024-12-01,Kochi,South,11,5315.02
S04901,C04901,R004,D0155,P005,2024-12-28,2024-12-01,Lucknow,North,13,6188.22
S04902,C04902,R031,D0292,P007,2024-12-28,2024-12-01,Mumbai,West,36,21242.66
S04903,C04903,R066,D0595,P007,2024-12-19,2024-12-01,Vijayawada,South,22,13307.08
S04904,C04904,R013,D0398,P008,2024-12-02,2024-12-01,Bengaluru,South,41,13038.32
S04905,C04905,R060,D0047,P005,2024-12-23,2024-12-01,Goa,West,54,25131.99
S04906,C04906,R011,D0485,P003,2024-12-08,2024-12-01,Nagpur,West,43,27685.5
S04907,C04907,R031,D0429,P002,2024-12-07,2024-12-01,Mumbai,West,20,11737.74
S04908,C04908,R059,D0028,P007,2024-12-03,2024-12-01,Nagpur,West,36,20742.68
S04909,C04909,R022,D0174,P008,2024-12-05,2024-12-01,Guwahati,East,16,4731.9
S04910,C04910,R005,D0828,P001,2024-12-16,2024-12-01,Ludhiana,North,30,23263.03
S04911,C04911,R012,D0648,P002,2024-12-09,2024-12-01,Goa,West,25,12158.45
S04912,C04912,R052,D0048,P006,2024-12-12,2024-12-01,Lucknow,North,16,7843.08
S04913,C04913,R027,D0040,P002,2024-12-16,2024-12-01,Jaipur,North,18,9412.42
S04914,C04914,R060,D0304,P001,2024-12-17,2024-12-01,Goa,West,21,16392.42
S04915,C04915,R072,D0385,P008,2024-12-13,2024-12-01,Siliguri,East,13,4118.95
S04916,C04916,R040,D0400,P001,2024-12-15,2024-12-01,Kochi,South,38,29989.77
S04917,C04917,R016,D0545,P002,2024-12-28,2024-12-01,Kochi,South,17,8821.95
S04918,C04918,R060,D0149,P008,2024-12-09,2024-12-01,Goa,West,33,10360.19
S04919,C04919,R001,D0032,P001,2024-12-01,2024-12-01,North Delhi,North,11,8828.28
S04920,C04920,R006,D0603,P007,2024-12-25,2024-12-01,Dehradun,North,23,12438.03
S04921,C04921,R018,D0694,P005,2024-12-03,2024-12-01,Vijayawada,South,21,9863.21
S04922,C04922,R053,D0137,P005,2024-12-25,2024-12-01,Ludhiana,North,40,16426.93
S04923,C04923,R011,D0357,P007,2024-12-11,2024-12-01,Nagpur,West,27,16478.73
S04924,C04924,R072,D0493,P001,2024-12-27,2024-12-01,Siliguri,East,14,11203.88
S04925,C04925,R014,D0110,P001,2024-12-06,2024-12-01,Chennai,South,45,35640.05
S04926,C04926,R008,D0659,P002,2024-12-06,2024-12-01,Pune,West,38,19883.64
S04927,C04927,R054,D0189,P004,2024-12-13,2024-12-01,Dehradun,North,39,35155.88
S04928,C04928,R016,D0438,P008,2024-12-13,2024-12-01,Kochi,South,23,7013.23
S04929,C04929,R071,D0284,P001,2024-12-23,2024-12-01,Ranchi,East,33,27518.67
S04930,C04930,R027,D0616,P004,2024-12-21,2024-12-01,Jaipur,North,25,23174.8
S04931,C04931,R007,D0232,P004,2024-12-31,2024-12-01,Mumbai,West,24,20346.45
S04932,C04932,R066,D0072,P002,2024-12-21,2024-12-01,Vijayawada,South,31,17892.44
S04933,C04933,R070,D0418,P003,2024-12-07,2024-12-01,Guwahati,East,40,26656.89
S04934,C04934,R035,D0741,P002,2024-12-03,2024-12-01,Nagpur,West,23,11718.48
S04935,C04935,R037,D0483,P002,2024-12-09,2024-12-01,Bengaluru,South,46,26290.13
S04936,C04936,R023,D0583,P005,2024-12-31,2024-12-01,Ranchi,East,25,12445.05
S04937,C04937,R011,D0420,P008,2024-12-24,2024-12-01,Nagpur,West,26,8213.61
